LSOA code,District or communal heat networks only,Electric only,Mains gas only,centralheating_no,Oil only,Other central heating only,Renewable energy only,Solid fuel only,Tank or bottled gas only,Two or more types of central heating (including renewable energy),Two or more types of central heating (not including renewable energy),Wood only,total,centralheating_yes
E01032043,4,11,411,3,33,1,2,1,3,0,53,3,525,522
E01032044,0,18,481,4,45,2,2,0,1,8,64,2,627,623
E01032045,0,18,573,2,24,3,5,1,5,4,65,1,701,699
E01032046,0,50,560,5,6,1,3,1,1,7,70,0,704,699
E01032047,0,31,528,7,14,0,4,0,1,9,49,2,645,638
E01032048,3,62,598,6,9,5,1,0,2,9,66,0,761,755
E01032049,0,64,576,3,15,1,3,3,3,7,61,3,739,736
E01032051,0,50,33,5,339,1,12,4,35,11,97,6,593,588
E01032052,0,22,346,7,99,2,7,0,8,3,76,5,575,568
E01032053,0,51,399,4,72,1,1,5,17,4,58,0,612,608
E01032054,0,53,298,4,94,0,5,2,8,4,65,3,536,532
E01032055,1,28,225,6,177,2,1,0,11,7,70,1,529,523
E01032056,0,66,196,8,140,3,12,9,26,4,75,18,557,549
E01032057,1,40,152,4,196,3,11,1,31,12,51,2,504,500
E01032058,0,24,452,4,41,1,3,0,9,4,71,0,609,605
E01032059,0,78,310,8,217,2,16,6,24,12,88,6,767,759
E01032060,3,60,465,3,46,5,6,0,7,13,79,1,688,685
E01032061,0,18,373,4,57,0,6,3,5,4,47,4,521,517
E01032062,0,213,553,26,6,9,1,2,0,6,67,1,884,858
E01032063,0,33,777,14,11,5,2,1,2,3,91,0,939,925
E01032064,1,20,420,6,9,7,1,2,3,3,45,1,518,512
E01032065,0,23,541,8,14,1,1,0,2,4,68,0,662,654
E01032066,0,26,591,0,14,2,0,1,2,4,62,0,702,702
E01032067,0,51,506,9,13,2,2,0,5,5,61,1,655,646
E01032068,7,223,414,11,14,3,1,0,3,3,49,1,729,718
E01032069,0,20,428,0,14,0,1,0,2,1,41,0,507,507
E01032070,6,81,624,8,17,1,2,2,3,8,71,0,823,815
E01032072,0,46,622,5,22,1,3,1,3,5,54,0,762,757
E01032073,0,34,491,11,5,3,2,0,2,1,43,0,592,581
E01032074,1,44,482,2,19,2,1,1,2,4,47,0,605,603
E01032075,0,120,38,11,247,2,27,7,49,9,86,3,599,588
E01032076,3,49,36,9,268,3,29,6,30,8,93,3,537,528
E01032077,0,114,293,15,214,6,9,4,29,5,71,4,764,749
E01032078,0,111,929,4,18,8,1,2,6,4,109,1,1193,1189
E01032079,1,22,539,5,12,2,1,4,1,4,53,0,644,639
E01032080,0,14,607,1,19,4,1,0,1,2,61,0,710,709
E01032081,0,68,22,6,324,2,14,4,11,12,83,3,549,543
E01032082,0,68,51,12,250,2,18,3,24,11,88,3,530,518
E01032083,0,94,581,11,155,1,19,3,26,13,106,11,1020,1009
E01032085,0,67,554,11,4,3,1,0,6,0,56,0,702,691
E01032087,1,93,759,19,19,1,0,0,4,4,85,1,986,967
E01032088,0,54,484,7,31,1,0,0,1,4,42,0,624,617
E01032089,0,81,491,15,4,3,0,1,7,1,69,0,672,657
E01032090,0,78,497,11,7,3,0,0,0,5,47,0,648,637
E01032091,0,77,386,5,14,3,0,0,0,4,55,0,544,539
E01032092,2,27,572,7,9,1,0,2,4,2,51,0,677,670
E01032093,0,43,835,4,10,10,0,2,0,7,93,0,1004,1000
E01032094,0,116,797,15,7,10,0,2,3,3,89,2,1044,1029
E01032095,11,32,614,1,10,1,0,2,0,2,57,0,730,729
E01032096,0,61,625,18,4,7,0,0,0,7,72,0,794,776
E01032097,0,14,664,2,16,3,1,0,2,4,61,0,767,765
E01032098,0,26,537,2,7,1,0,0,2,8,48,1,632,630
E01032100,0,39,624,7,13,2,0,0,6,9,75,0,775,768
E01032101,4,202,546,10,11,6,2,0,0,2,66,0,849,839
E01032102,0,26,895,4,8,4,0,2,6,3,75,0,1023,1019
E01032103,2,247,574,12,7,3,1,3,0,3,75,0,927,915
E01032104,0,26,458,11,9,3,1,0,0,2,47,3,560,549
E01032105,0,18,573,2,14,1,0,1,1,6,50,2,668,666
E01032106,0,22,516,6,29,1,4,0,2,5,51,0,636,630
E01032107,0,23,342,3,6,2,2,0,11,0,37,0,426,423
E01032108,1,107,450,5,9,0,2,0,3,1,48,2,628,623
E01032109,0,74,503,9,19,1,1,1,3,2,76,1,690,681
E01032110,1,42,785,3,50,0,1,0,5,5,103,2,997,994
E01032111,3,101,381,6,21,2,3,0,5,5,51,1,579,573
E01032112,0,49,494,5,11,0,0,2,0,2,59,2,624,619
E01032113,0,28,484,3,6,1,2,1,3,1,68,3,600,597
E01032114,0,142,465,9,14,2,1,0,1,4,57,0,695,686
E01032115,0,181,525,18,12,1,13,2,3,8,66,1,830,812
E01032117,0,68,889,5,11,6,1,0,1,8,85,3,1077,1072
E01032118,0,48,494,10,5,5,2,0,2,4,47,0,617,607
E01032119,8,179,667,10,16,4,1,0,5,1,80,3,974,964
E01032121,0,197,540,10,31,2,0,1,6,8,70,0,865,855
E01032122,0,45,571,5,66,2,3,2,79,8,99,3,883,878
E01032123,0,12,380,5,114,0,8,0,54,3,87,2,665,660
E01032124,0,16,620,12,4,3,2,2,2,5,62,0,728,716
E01032125,0,9,532,4,2,3,0,0,2,1,54,1,608,604
E01032126,0,19,748,6,2,2,1,0,6,4,64,0,852,846
E01032127,0,24,631,5,1,6,2,0,11,4,77,1,762,757
E01032128,0,14,574,5,4,2,0,1,2,2,50,0,654,649
E01032129,0,9,454,3,1,4,1,0,6,1,58,0,537,534
E01032131,0,30,556,7,1,6,0,0,1,2,39,0,642,635
E01032132,2,45,770,12,0,7,0,2,3,1,91,0,933,921
E01032133,6,25,655,5,2,4,0,0,3,3,32,0,735,730
E01032134,1,19,489,10,28,3,4,2,18,3,48,1,626,616
E01032135,0,18,562,4,2,1,0,0,0,3,45,0,635,631
E01032136,0,15,280,6,90,0,10,3,42,3,74,2,525,519
E01032137,0,21,478,11,42,2,1,1,14,4,84,5,663,652
E01032138,0,6,557,3,1,0,0,0,3,5,54,0,629,626
E01032139,0,63,745,7,3,3,3,0,4,5,84,0,917,910
E01032140,0,7,654,4,4,3,2,1,3,5,48,0,731,727
E01032141,0,84,454,4,0,2,0,0,3,4,46,1,598,594
E01032142,0,19,809,7,0,0,2,0,4,5,91,0,937,930
E01032143,0,5,535,4,6,3,2,1,1,5,63,2,627,623
E01032144,0,48,716,8,5,1,1,1,2,5,72,0,859,851
E01032145,0,22,528,7,1,1,0,0,3,6,57,0,625,618
E01032146,0,18,579,4,3,3,0,0,7,4,50,0,668,664
E01032147,0,85,434,3,0,1,1,0,2,1,33,0,560,557
E01032148,0,36,337,6,16,1,2,0,7,5,46,1,457,451
E01032149,0,2,443,1,4,1,3,1,4,4,35,1,499,498
E01032150,1,25,523,3,9,3,2,0,4,5,45,1,621,618
E01032151,0,17,489,5,6,0,2,1,0,3,50,0,573,568
E01032152,0,21,528,4,1,4,0,0,1,4,64,1,628,624
E01032153,0,20,819,5,5,3,0,0,2,0,69,0,923,918
E01032154,0,33,584,6,1,2,1,0,7,1,44,0,679,673
E01032155,0,7,567,4,5,2,0,1,2,3,63,1,655,651
E01032156,10,179,597,10,2,7,0,0,4,3,65,0,877,867
E01032157,3,281,676,17,2,6,0,0,6,2,51,0,1044,1027
E01032158,0,10,576,2,6,1,2,1,4,1,51,0,654,652
E01032159,2,66,698,10,2,1,1,0,2,3,75,1,861,851
E01032160,4,35,660,6,0,2,0,1,4,4,78,0,794,788
E01032161,0,25,677,3,0,9,1,1,4,13,83,1,817,814
E01032162,0,24,671,7,1,1,1,0,2,3,50,0,760,753
E01032168,0,7,402,1,2,2,0,1,0,3,54,3,475,474
E01032169,0,53,231,10,53,6,7,3,71,2,59,3,498,488
E01032170,0,33,446,13,4,3,0,0,6,3,47,2,557,544
E01032171,0,13,546,5,4,0,0,0,0,1,41,0,610,605
E01032172,0,57,540,9,3,1,0,0,1,2,59,0,672,663
E01032173,0,12,595,4,1,1,0,0,1,5,49,0,668,664
E01032174,0,16,587,4,2,5,0,0,1,1,56,0,672,668
E01032175,0,8,601,6,2,2,0,0,0,3,59,0,681,675
E01032176,0,40,400,10,194,3,17,2,110,16,127,5,924,914
E01032177,2,27,624,5,3,4,1,2,1,2,61,1,733,728
E01032178,0,46,365,5,30,2,1,1,53,2,45,0,550,545
E01032179,1,25,129,7,304,0,12,5,82,12,122,12,711,704
E01032180,0,49,318,12,230,2,22,12,97,13,113,10,878,866
E01032181,0,56,131,23,272,4,26,4,210,15,168,8,917,894
E01032182,0,49,519,3,194,3,30,3,39,19,105,2,966,963
E01032183,0,34,455,6,51,1,6,4,14,6,55,0,632,626
E01032184,0,49,629,6,23,2,2,1,5,4,50,0,771,765
E01032185,0,17,588,4,24,1,0,0,3,6,50,1,694,690
E01032186,0,39,443,4,5,0,0,0,2,7,56,1,557,553
E01032187,16,96,585,10,12,4,5,0,6,1,46,0,781,771
E01032188,1,17,682,12,9,1,4,2,3,1,69,1,802,790
E01032189,0,25,992,9,21,3,8,1,14,20,81,0,1174,1165
E01032190,0,39,444,8,184,2,18,9,61,15,105,7,892,884
E01032191,0,51,600,8,237,1,14,3,88,11,171,6,1190,1182
E01032192,4,33,727,4,20,1,1,0,30,6,82,2,910,906
E01032193,3,84,60,15,372,1,28,14,159,21,188,12,957,942
E01032194,28,65,544,6,18,6,3,0,11,7,48,0,736,730
E01032195,1,39,604,9,17,3,0,0,6,6,58,0,743,734
E01032196,1,87,597,14,10,2,3,1,3,4,73,1,796,782
E01032197,0,112,558,14,4,1,2,2,7,4,54,4,762,748
E01032198,1,36,53,35,367,3,22,10,138,24,165,13,867,832
E01032199,0,96,48,7,345,4,15,12,154,13,129,12,835,828
E01032200,0,145,75,26,353,11,80,17,137,19,142,10,1015,989
E01032201,1,16,601,4,16,2,0,0,4,3,43,0,690,686
E01032202,2,44,597,13,7,7,1,1,8,3,57,0,740,727
E01032203,0,46,556,7,10,1,5,1,2,17,53,0,698,691
E01032204,3,48,540,6,7,1,3,1,10,5,50,2,676,670
E01032205,5,38,138,6,136,3,4,2,38,10,69,10,459,453
E01032206,1,25,422,8,28,0,0,0,8,8,68,2,570,562
E01032207,0,14,618,3,39,1,5,1,16,6,65,2,770,767
E01032208,2,122,595,11,14,0,2,0,6,3,55,1,811,800
E01032209,4,89,495,6,10,1,2,0,4,1,36,1,649,643
E01032210,9,79,391,4,8,4,0,0,3,3,24,0,525,521
E01032211,2,38,70,7,434,1,23,6,144,6,105,4,840,833
E01032212,0,65,74,16,368,3,56,9,92,28,166,12,889,873
E01032213,0,23,246,9,228,3,12,13,40,20,142,10,746,737
E01032214,0,101,793,20,14,2,2,0,8,4,111,1,1056,1036
E01032215,14,21,444,3,6,3,0,1,3,3,40,0,538,535
E01032216,1,86,509,14,73,0,9,0,18,7,86,5,808,794
E01032217,1,57,69,13,301,5,30,12,84,18,99,12,701,688
E01032218,0,24,526,7,27,0,4,0,3,5,64,0,660,653
E01032219,0,14,653,4,19,0,5,2,4,5,69,1,776,772
E01032220,0,40,516,9,13,2,1,0,4,4,67,1,657,648
E01032221,0,14,442,6,16,1,1,0,3,6,62,4,555,549
E01032222,0,21,512,7,9,2,0,0,1,2,51,2,607,600
E01032223,0,63,49,8,404,3,33,6,137,20,148,16,887,879
E01032224,2,182,506,16,1,13,0,0,2,1,50,0,773,757
E01032225,3,9,433,7,0,5,0,1,2,1,35,0,496,489
E01032226,0,27,972,10,1,4,1,0,3,4,105,0,1127,1117
E01032227,0,6,409,3,3,1,0,0,0,4,40,0,466,463
E01032228,0,12,304,10,102,2,5,0,32,4,71,4,546,536
E01032229,2,51,495,6,0,3,1,0,6,4,60,0,628,622
E01032230,0,8,537,2,3,2,3,1,0,2,40,0,598,596
E01032231,1,51,656,3,0,8,1,0,2,3,92,0,817,814
E01032232,7,30,602,9,0,8,1,0,5,1,87,0,750,741
E01032234,1,27,662,4,1,6,1,0,7,3,62,1,775,771
E01032235,5,26,622,3,1,4,0,1,3,0,55,0,720,717
E01032236,2,154,565,14,0,13,0,0,0,0,74,0,822,808
E01032237,0,34,500,8,1,5,0,0,0,2,55,1,606,598
E01032238,0,57,444,6,0,5,0,0,0,4,47,0,563,557
E01032239,13,92,480,17,0,14,0,0,3,5,56,1,681,664
E01032240,2,15,488,3,0,2,0,0,0,0,38,0,548,545
E01032241,0,14,424,4,1,7,0,0,2,0,46,0,498,494
E01032242,0,19,504,5,0,2,0,0,0,2,55,0,587,582
E01032243,0,8,526,1,0,0,0,0,0,0,28,1,564,563
E01032244,1,12,556,4,0,3,0,0,2,5,48,0,631,627
E01032245,29,38,540,11,1,16,0,0,2,3,45,0,685,674
E01032246,0,12,476,5,2,1,2,0,1,1,59,0,559,554
E01032247,0,21,552,7,1,2,1,0,0,1,49,0,634,627
E01032248,0,8,475,1,3,1,0,0,1,2,42,0,533,532
E01032249,1,62,560,20,2,1,1,0,1,0,41,0,689,669
E01032250,0,14,433,6,0,8,0,0,3,0,42,0,506,500
E01032251,0,102,522,5,0,10,0,0,4,5,57,0,705,700
E01032252,8,54,431,7,0,11,1,0,1,2,30,0,545,538
E01032253,1,9,551,5,0,2,0,0,8,4,62,0,642,637
E01032254,0,26,715,11,1,5,0,0,7,4,81,0,850,839
E01032255,1,13,465,10,1,4,0,1,2,1,45,0,543,533
E01032256,0,19,548,6,0,3,0,0,1,4,46,0,627,621
E01032257,1,9,508,4,0,2,0,0,0,3,47,0,574,570
E01032258,0,46,587,10,1,4,1,0,0,0,56,0,705,695
E01032259,0,68,473,2,0,3,1,1,1,1,63,0,613,611
E01032260,6,64,574,7,0,6,0,0,0,0,41,0,698,691
E01032261,0,4,532,4,0,1,0,0,1,2,37,0,581,577
E01032262,3,47,660,13,3,16,1,0,14,1,80,0,838,825
E01032263,0,55,592,7,0,5,0,0,1,4,54,0,718,711
E01032264,1,20,574,5,1,4,0,0,0,2,40,0,647,642
E01032265,1,13,551,3,0,11,0,0,0,0,62,0,641,638
E01032266,0,31,615,6,3,8,1,0,0,5,49,0,718,712
E01032267,1,8,599,10,0,6,0,0,1,3,42,0,670,660
E01032268,0,2,441,4,0,0,0,1,0,3,33,0,484,480
E01032269,0,41,639,6,0,1,1,1,0,1,67,0,757,751
E01032270,0,7,501,4,2,1,1,0,1,3,50,0,570,566
E01032271,0,13,684,3,13,1,0,0,6,2,71,0,793,790
E01032272,5,14,467,1,1,1,0,0,0,3,38,0,530,529
E01032273,0,4,511,4,1,3,0,0,3,5,40,0,571,567
E01032274,0,9,451,7,0,0,2,0,1,5,43,0,518,511
E01032275,1,14,534,6,0,4,0,0,6,1,42,0,608,602
E01032276,0,20,531,6,0,1,1,0,1,1,38,0,599,593
E01032277,0,44,402,3,0,9,1,0,3,0,35,0,497,494
E01032278,0,37,601,9,0,10,0,0,4,4,57,1,723,714
E01032279,0,18,460,8,0,4,0,0,0,2,40,0,532,524
E01032280,23,206,581,16,0,9,1,0,0,3,61,0,900,884
E01032281,5,49,529,22,0,2,1,0,1,2,55,0,666,644
E01032282,2,258,567,38,0,10,2,0,3,0,50,1,931,893
E01032283,0,23,621,6,1,6,0,0,2,5,36,0,700,694
E01032284,0,22,734,7,3,1,2,0,0,4,61,0,834,827
E01032285,2,96,551,15,2,1,1,0,1,2,54,0,725,710
E01032286,24,99,848,10,2,13,2,0,3,10,86,1,1098,1088
E01032287,0,30,573,13,4,1,0,0,1,3,55,0,680,667
E01032288,0,48,549,4,1,0,0,0,1,2,60,1,666,662
E01032289,0,7,567,3,1,0,0,0,1,5,43,0,627,624
E01032290,1,13,576,6,4,4,2,0,0,4,48,0,658,652
E01032292,4,77,474,24,0,5,0,0,2,2,47,0,635,611
E01032294,2,32,537,7,5,5,2,0,1,9,35,0,635,628
E01032296,9,96,531,13,1,1,0,0,1,3,61,0,716,703
E01032297,0,12,589,3,9,3,2,1,5,2,46,1,673,670
E01032298,0,9,693,5,1,4,1,0,1,5,51,0,770,765
E01032299,0,51,553,14,1,3,1,0,2,3,49,0,677,663
E01032300,0,8,650,7,0,0,0,0,2,7,38,0,712,705
E01032301,0,28,524,8,0,7,0,0,1,2,43,0,613,605
E01032302,0,32,451,16,0,10,0,0,2,0,53,0,564,548
E01032303,0,23,422,8,0,7,1,0,3,0,46,0,510,502
E01032304,0,25,525,8,0,6,2,0,5,0,51,0,622,614
E01032305,0,47,586,13,1,1,0,0,3,0,51,0,702,689
E01032306,0,68,476,21,1,5,0,0,2,3,30,0,606,585
E01032307,2,41,559,6,0,8,0,0,3,0,50,0,669,663
E01032308,0,19,684,13,0,2,0,0,2,10,54,0,784,771
E01032309,7,38,602,8,0,8,0,0,2,5,43,0,713,705
E01032310,0,88,491,21,0,5,0,0,2,3,49,1,660,639
E01032311,3,36,529,4,0,3,1,0,1,3,47,0,627,623
E01032312,0,74,497,22,0,5,0,0,1,0,59,0,658,636
E01032313,5,16,397,11,0,9,0,0,1,1,50,0,490,479
E01032314,0,51,352,4,0,4,0,0,2,1,18,0,432,428
E01032315,0,28,418,10,0,4,1,0,2,1,35,0,499,489
E01032316,0,17,431,4,0,1,0,0,1,4,41,0,499,495
E01032317,5,27,569,9,3,4,0,0,1,2,53,1,674,665
E01032318,1,52,533,5,1,3,0,0,3,0,68,0,666,661
E01032319,0,36,654,5,0,5,0,0,5,3,41,0,749,744
E01032320,1,36,542,5,1,1,0,0,3,0,49,0,638,633
E01032321,1,43,639,7,3,6,0,0,2,1,61,0,763,756
E01032322,22,269,570,21,0,9,1,0,4,2,55,1,954,933
E01032323,0,12,563,1,0,4,0,0,2,5,28,0,615,614
E01032324,0,35,517,7,0,4,0,0,1,2,44,0,610,603
E01032325,0,36,553,1,0,3,1,0,2,1,40,0,637,636
E01032326,1,14,546,3,1,0,0,0,0,5,40,0,610,607
E01032327,2,161,750,14,1,1,1,0,3,2,87,0,1022,1008
E01032328,9,41,525,6,0,2,0,0,1,2,59,1,646,640
E01032329,0,53,741,8,1,1,4,0,1,4,48,0,861,853
E01032330,2,112,403,21,1,6,10,0,1,3,34,0,593,572
E01032331,2,42,522,11,0,9,0,0,3,5,57,0,651,640
E01032332,0,50,519,7,0,6,8,0,3,2,47,0,642,635
E01032333,1,44,636,14,0,12,0,0,3,2,57,0,769,755
E01032334,0,50,844,16,1,0,2,0,0,2,88,0,1003,987
E01032335,0,7,524,2,1,0,1,0,1,4,40,0,580,578
E01032336,0,13,566,6,0,0,0,0,9,1,39,1,635,629
E01032337,10,40,871,1,0,6,0,0,0,4,65,0,997,996
E01032338,0,61,662,5,5,2,1,0,6,5,63,0,810,805
E01032339,0,9,580,2,6,5,0,0,4,2,41,0,649,647
E01032340,0,52,557,7,69,1,3,1,20,15,70,1,796,789
E01032341,1,13,497,3,18,1,0,2,17,4,63,3,622,619
E01032342,0,76,894,17,10,5,0,2,3,5,101,1,1114,1097
E01032344,1,24,776,10,31,3,2,1,12,7,83,0,950,940
E01032345,0,18,109,7,259,3,10,4,123,7,86,3,629,622
E01032346,0,61,48,4,234,1,19,4,150,4,78,2,605,601
E01032347,0,49,381,5,31,0,2,2,27,5,61,1,564,559
E01032348,0,6,458,2,23,0,2,0,7,11,63,0,572,570
E01032349,0,30,577,8,15,4,2,0,7,3,99,0,745,737
E01032350,0,15,414,6,12,1,2,1,3,7,57,3,521,515
E01032351,9,90,692,7,34,3,1,1,12,5,108,2,964,957
E01032352,0,20,491,4,42,0,3,0,24,5,78,0,667,663
E01032353,0,91,584,8,11,0,1,0,6,6,78,0,785,777
E01032355,1,51,215,4,188,1,9,7,71,9,80,2,638,634
E01032356,0,14,382,3,23,0,0,1,0,7,48,2,480,477
E01032357,0,12,435,4,3,3,0,0,3,5,41,0,506,502
E01032358,0,32,547,6,3,5,0,0,2,1,62,0,658,652
E01032359,27,362,585,15,6,3,0,0,14,4,67,3,1086,1071
E01032360,0,23,729,4,3,3,1,0,3,6,56,1,829,825
E01032361,0,29,641,8,6,1,0,0,7,8,59,0,759,751
E01032363,0,9,578,3,7,3,2,0,5,4,34,1,646,643
E01032364,0,4,612,1,10,0,2,1,10,0,57,2,699,698
E01032365,0,19,675,5,5,8,0,0,3,5,64,0,784,779
E01032366,0,13,637,6,11,2,0,1,4,4,75,1,754,748
E01032367,0,32,553,4,6,2,2,0,1,5,53,0,658,654
E01032368,0,19,453,2,3,9,0,0,4,3,39,0,532,530
E01032369,0,46,488,5,4,10,1,0,4,2,57,0,617,612
E01032370,0,13,436,4,3,6,0,0,4,3,32,0,501,497
E01032371,12,30,479,11,6,4,1,0,5,0,45,0,593,582
E01032372,0,40,223,11,140,1,12,5,96,12,95,5,640,629
E01032373,0,18,252,5,125,4,17,3,79,7,79,2,591,586
E01032374,0,61,52,7,192,0,14,18,130,6,95,0,575,568
E01032375,0,63,219,6,105,0,6,4,31,5,75,5,519,513
E01032376,0,77,493,11,6,2,2,0,9,6,67,1,674,663
E01032377,25,153,662,24,1,5,1,1,7,1,78,0,958,934
E01032378,10,221,509,15,6,6,0,0,3,1,73,0,844,829
E01032379,1,8,644,5,8,0,1,0,6,4,49,0,726,721
E01032380,0,34,559,10,10,3,1,1,2,5,52,0,677,667
E01032381,2,42,682,18,3,5,1,1,6,1,66,0,827,809
E01032382,1,61,178,9,155,2,6,8,87,5,92,4,608,599
E01032383,0,46,286,4,158,1,12,2,51,8,68,5,641,637
E01032384,0,22,551,4,4,6,2,0,1,9,69,0,668,664
E01032385,1,49,860,6,12,5,3,3,10,4,84,0,1037,1031
E01032386,0,16,282,5,97,2,12,2,93,7,83,4,603,598
E01032387,12,32,445,7,63,2,8,5,48,2,78,4,706,699
E01032388,0,24,402,6,56,1,0,2,26,5,62,0,584,578
E01032389,21,54,404,5,31,3,3,4,14,3,74,1,617,612
E01032390,0,85,247,10,166,4,19,10,54,7,89,2,693,683
E01032391,0,23,449,4,18,3,1,1,5,2,57,1,564,560
E01032392,0,29,392,7,108,2,5,2,41,7,111,4,708,701
E01032393,0,36,555,2,85,2,3,1,4,5,78,0,771,769
E01032394,0,28,160,3,187,3,5,0,52,10,80,1,529,526
E01032395,0,28,159,4,163,3,7,2,70,15,81,8,540,536
E01032396,0,28,610,10,4,1,0,0,7,9,65,1,735,725
E01032397,2,46,777,10,9,8,4,1,5,7,93,2,964,954
E01032398,0,37,580,2,4,5,0,0,7,1,39,0,675,673
E01032399,3,38,754,8,34,2,4,0,9,1,90,0,943,935
E01032400,0,22,748,8,89,4,11,4,42,7,90,6,1031,1023
E01032401,3,52,549,9,231,8,19,3,121,10,128,7,1140,1131
E01032402,0,41,508,2,17,3,3,0,5,6,37,0,622,620
E01032403,0,97,481,12,162,2,4,9,92,9,106,5,979,967
E01032404,0,88,75,20,365,6,37,15,295,20,170,9,1100,1080
E01032405,0,49,706,5,15,2,3,0,2,4,32,2,820,815
E01032406,14,113,530,9,7,7,0,0,1,2,72,0,755,746
E01032407,2,30,518,7,9,3,13,3,6,8,59,1,659,652
E01032408,0,11,595,4,10,1,1,0,5,3,37,0,667,663
E01032409,3,86,821,14,10,13,0,1,4,13,104,0,1069,1055
E01032410,0,19,241,10,179,0,7,2,73,8,72,2,613,603
E01032411,0,56,532,8,33,1,3,0,36,8,92,0,769,761
E01032412,0,64,273,10,93,3,1,8,32,2,84,3,573,563
E01032413,2,65,41,5,206,5,16,5,88,3,67,6,509,504
E01032414,0,25,497,5,15,8,4,0,19,5,95,0,673,668
E01032415,0,26,447,9,16,0,4,0,5,6,62,1,576,567
E01032416,1,14,45,10,229,2,12,5,83,6,55,5,467,457
E01032417,0,59,60,9,315,2,17,3,84,7,81,5,642,633
E01032418,1,123,433,12,1,2,0,0,3,1,36,0,612,600
E01032419,0,7,517,1,3,0,1,2,0,2,41,2,576,575
E01032420,0,3,463,2,1,0,0,0,3,1,44,0,517,515
E01032421,0,1,428,3,2,0,0,0,1,3,38,0,476,473
E01032422,0,62,519,6,0,8,1,0,4,1,58,0,659,653
E01032423,2,13,545,15,1,3,0,0,92,1,113,2,787,772
E01032424,4,10,536,8,1,4,0,1,1,4,49,2,620,612
E01032425,0,23,541,4,18,3,1,0,3,5,55,0,653,649
E01032426,0,16,566,5,4,0,1,1,1,2,59,0,655,650
E01032427,0,27,543,6,7,4,0,1,41,1,74,0,704,698
E01032428,2,120,428,23,59,3,5,3,110,5,103,2,863,840
E01032429,0,11,587,5,5,1,0,0,4,3,51,2,669,664
E01032430,0,32,371,18,102,2,4,6,131,5,124,7,802,784
E01032431,0,40,361,10,101,2,5,1,44,6,105,3,678,668
E01032432,0,8,402,6,51,1,2,3,15,4,72,7,571,565
E01032433,0,29,452,2,25,1,3,0,6,6,57,1,582,580
E01032434,0,146,703,13,3,6,0,2,1,1,67,1,943,930
E01032435,0,56,508,28,1,6,0,0,4,1,69,0,673,645
E01032436,1,23,565,9,5,1,0,3,0,2,68,2,679,670
E01032437,0,25,644,1,0,2,0,0,4,0,89,3,768,767
E01032438,0,16,569,9,3,2,0,0,3,1,63,0,666,657
E01032439,5,8,425,11,8,2,1,2,80,3,61,0,606,595
E01032440,1,71,399,7,6,4,1,3,9,0,43,2,546,539
E01032441,0,14,460,9,0,0,0,2,4,4,39,0,532,523
E01032442,0,69,544,12,2,1,0,0,3,2,42,0,675,663
E01032443,0,11,521,5,4,1,0,0,4,1,55,0,602,597
E01032444,0,72,413,9,0,4,1,0,1,2,36,0,538,529
E01032445,1,36,529,8,1,4,1,0,1,4,66,0,651,643
E01032446,9,23,499,5,3,3,0,0,8,5,50,0,605,600
E01032447,1,33,506,10,3,6,0,0,3,2,79,0,643,633
E01032448,0,9,421,6,2,2,1,1,2,1,31,0,476,470
E01032449,1,37,583,29,1,4,0,0,7,1,83,0,746,717
E01032451,1,19,564,5,2,0,0,1,0,0,65,0,657,652
E01032452,0,21,552,2,1,1,0,0,5,5,56,0,643,641
E01032453,4,25,631,16,2,3,0,2,1,0,94,1,779,763
E01032454,7,51,649,23,4,7,0,0,2,0,92,0,835,812
E01032455,0,23,530,6,6,0,0,1,1,4,54,1,626,620
E01032456,1,14,444,4,4,4,0,0,1,1,47,0,520,516
E01032457,0,14,516,3,3,2,0,0,2,0,50,0,590,587
E01032458,0,29,541,5,7,1,1,0,0,3,66,0,653,648
E01032459,0,21,534,6,1,3,0,1,5,1,52,0,624,618
E01032460,14,134,712,13,2,1,1,0,1,0,68,0,946,933
E01032461,12,226,583,30,9,4,1,2,73,4,70,1,1015,985
E01032462,0,30,774,8,4,3,1,2,4,0,108,1,935,927
E01032463,8,33,617,5,5,5,2,0,6,4,57,2,744,739
E01032464,0,46,617,7,2,2,0,0,7,1,61,2,745,738
E01032465,1,33,516,5,0,5,0,2,2,3,50,1,618,613
E01032466,5,89,488,14,1,2,0,1,4,0,56,0,660,646
E01032467,0,40,418,3,6,1,0,0,4,0,52,0,524,521
E01032468,0,13,437,4,1,1,1,0,1,3,39,0,500,496
E01032469,3,19,554,5,1,6,0,2,2,2,62,2,658,653
E01032471,4,31,492,9,1,10,0,2,6,1,76,0,632,623
E01032472,0,13,50,11,210,1,14,2,109,7,106,12,535,524
E01032473,1,51,48,13,174,4,9,23,155,4,100,8,590,577
E01032474,1,112,662,20,2,7,0,0,2,1,91,0,898,878
E01032475,0,46,589,23,0,3,0,0,1,1,89,0,752,729
E01032476,1,24,519,15,3,2,0,0,1,2,60,0,627,612
E01032477,0,5,462,3,4,1,1,1,2,3,41,0,523,520
E01032478,0,16,545,12,1,6,0,0,1,0,69,0,650,638
E01032479,0,30,667,18,76,5,10,1,137,5,145,7,1101,1083
E01032480,0,30,649,6,7,8,0,0,12,3,72,0,787,781
E01032481,0,51,398,27,91,7,9,12,88,9,145,10,847,820
E01032482,0,18,566,4,5,0,0,1,7,4,53,1,659,655
E01032483,0,15,571,3,12,6,0,17,5,2,93,3,727,724
