LSOA code,District or communal heat networks only,Electric only,Mains gas only,centralheating_no,Oil only,Other central heating only,Renewable energy only,Solid fuel only,Tank or bottled gas only,Two or more types of central heating (including renewable energy),Two or more types of central heating (not including renewable energy),Wood only,total,centralheating_yes
E01007659,0,5,439,1,0,0,0,1,2,1,29,0,478,477
E01007660,0,5,450,3,5,4,4,1,2,3,30,0,507,504
E01007661,0,8,551,4,1,0,3,2,3,4,33,0,609,605
E01007662,29,10,388,4,0,7,1,4,3,2,38,1,487,483
E01007663,0,6,599,6,0,1,2,2,1,5,50,0,672,666
E01007664,0,13,682,4,27,5,6,5,21,9,64,2,838,834
E01007666,1,17,447,2,14,3,8,11,19,8,45,1,576,574
E01007667,0,15,552,1,0,6,2,2,3,4,51,0,636,635
E01007668,78,22,518,7,0,9,0,2,3,2,38,1,680,673
E01007669,1,14,571,5,0,0,1,2,0,2,46,1,643,638
E01007670,0,15,535,2,7,8,1,0,2,6,38,0,614,612
E01007671,0,17,718,7,1,5,0,1,3,6,74,0,832,825
E01007672,0,8,532,2,0,4,1,1,2,0,36,0,586,584
E01007673,115,18,470,5,1,5,1,4,3,1,48,0,671,666
E01007674,0,33,764,5,0,2,2,3,6,4,68,0,887,882
E01007675,0,32,559,6,0,10,1,1,6,5,64,0,684,678
E01007676,0,20,612,7,0,7,2,3,1,12,76,0,740,733
E01007677,20,77,485,7,1,17,2,1,4,2,85,0,701,694
E01007678,4,10,552,2,2,6,2,0,0,3,33,0,614,612
E01007679,5,27,634,9,2,11,4,3,2,3,65,0,765,756
E01007680,17,55,531,19,1,27,3,0,2,4,48,0,707,688
E01007681,1,12,512,4,3,3,0,0,1,0,32,0,568,564
E01007682,0,6,490,4,0,4,1,4,1,2,42,0,554,550
E01007683,1,7,513,5,1,3,4,1,2,5,46,0,588,583
E01007684,1,32,656,4,0,2,1,2,1,4,60,1,764,760
E01007685,0,6,520,4,3,1,2,2,1,5,52,0,596,592
E01007686,2,48,639,0,0,1,0,1,1,3,44,0,739,739
E01007687,1,12,613,5,0,4,0,1,2,4,63,0,705,700
E01007688,0,10,566,2,0,5,1,5,2,3,61,0,655,653
E01007689,10,7,589,3,0,4,0,0,3,2,42,0,660,657
E01007690,1,10,659,4,13,0,4,0,9,6,49,1,756,752
E01007691,21,11,760,2,2,1,1,4,4,7,74,1,888,886
E01007692,0,15,622,6,1,1,2,2,1,3,61,1,715,709
E01007694,1,15,634,6,0,12,0,20,0,5,78,0,771,765
E01007695,46,18,912,7,3,7,1,8,2,4,97,0,1105,1098
E01007696,1,13,501,5,28,4,0,14,4,3,84,5,662,657
E01007697,1,10,590,4,0,8,0,9,1,2,71,0,696,692
E01007698,2,10,571,5,0,1,1,8,2,2,44,0,646,641
E01007699,1,24,949,13,2,9,1,0,5,18,80,0,1102,1089
E01007700,2,8,708,1,1,8,1,4,4,2,61,0,800,799
E01007701,4,7,620,4,0,12,0,5,3,4,50,2,711,707
E01007702,23,22,553,11,2,16,1,3,0,4,59,2,696,685
E01007703,0,8,439,3,0,3,0,1,1,3,37,0,495,492
E01007704,2,13,622,8,0,5,1,0,2,3,72,0,728,720
E01007705,1,8,539,5,1,1,0,1,2,5,47,0,610,605
E01007706,1,14,485,8,0,4,4,2,2,4,38,1,563,555
E01007707,0,5,599,3,1,4,1,1,4,5,38,0,661,658
E01007708,2,69,570,8,0,13,2,0,3,0,82,0,749,741
E01007709,1,7,550,1,0,5,1,0,4,3,36,0,608,607
E01007710,2,5,588,4,1,5,2,1,3,3,35,0,649,645
E01007711,0,10,609,3,0,2,2,1,1,0,44,0,672,669
E01007712,1,41,640,10,2,2,0,0,1,2,50,0,749,739
E01007713,1,4,578,1,2,4,2,0,1,6,32,0,631,630
E01007714,86,278,580,26,0,44,0,1,13,5,112,2,1147,1121
E01007715,0,45,458,15,1,32,0,0,8,1,84,0,644,629
E01007716,71,86,505,13,0,16,0,1,4,3,69,0,768,755
E01007717,1,27,693,16,0,8,1,2,4,6,78,0,836,820
E01007718,11,117,457,9,2,9,0,2,8,0,81,0,696,687
E01007719,3,13,439,3,1,10,0,5,2,2,52,0,530,527
E01007720,0,14,563,3,5,6,1,2,5,5,58,4,666,663
E01007721,2,17,602,4,0,17,2,0,5,6,95,1,751,747
E01007723,5,12,471,7,0,10,0,2,2,4,80,1,594,587
E01007724,0,10,511,6,18,2,0,1,2,1,38,1,590,584
E01007725,2,10,427,2,1,2,1,1,0,3,45,0,494,492
E01007726,48,21,561,3,0,9,1,2,3,2,73,0,723,720
E01007727,61,15,506,14,0,9,0,3,3,2,64,0,677,663
E01007728,0,7,432,2,1,3,0,2,0,1,49,0,497,495
E01007729,51,23,640,5,0,8,4,2,8,3,101,1,846,841
E01007730,3,31,573,5,0,7,0,0,0,1,86,0,706,701
E01007731,2,10,493,8,2,5,0,1,0,0,50,0,571,563
E01007732,2,27,595,6,2,15,0,0,4,3,71,0,725,719
E01007733,1,22,525,1,0,6,2,0,5,2,44,0,608,607
E01007734,12,40,604,2,0,14,1,0,4,2,91,0,770,768
E01007735,2,22,455,4,0,8,0,1,4,0,79,0,575,571
E01007736,24,38,483,6,1,22,2,2,8,2,92,0,680,674
E01007737,2,33,480,5,0,10,1,2,5,0,80,0,618,613
E01007738,3,31,443,5,0,24,0,3,6,0,65,0,580,575
E01007739,3,18,493,6,1,7,1,3,6,2,71,0,611,605
E01007740,2,20,505,11,0,5,2,0,3,0,61,0,609,598
E01007741,2,16,614,10,2,2,0,0,0,0,47,0,693,683
E01007742,41,13,495,3,0,5,2,1,1,4,44,0,609,606
E01007743,2,9,453,2,0,2,1,0,1,2,22,2,496,494
E01007744,2,26,584,6,0,8,0,0,1,4,71,1,703,697
E01007745,2,18,596,7,0,7,0,1,3,4,67,0,705,698
E01007746,0,12,489,5,0,10,0,4,3,1,54,0,578,573
E01007747,4,9,461,2,0,2,1,4,5,2,60,0,550,548
E01007748,0,9,575,3,6,0,3,5,5,4,44,1,655,652
E01007749,0,15,689,2,1,4,1,4,1,3,62,0,782,780
E01007750,0,13,586,5,2,3,3,2,3,5,57,0,679,674
E01007751,12,18,850,4,1,4,3,3,0,10,69,1,975,971
E01007752,1,17,577,2,1,3,1,3,0,3,33,1,642,640
E01007753,0,12,453,1,80,2,14,14,24,2,78,3,683,682
E01007754,0,20,457,5,2,0,1,2,1,3,33,0,524,519
E01007755,0,8,528,3,1,1,1,0,1,2,38,0,583,580
E01007756,0,5,534,0,1,1,1,0,0,8,47,1,598,598
E01007757,1,2,595,2,1,3,0,12,0,1,60,1,678,676
E01007758,12,12,515,6,0,10,1,1,2,4,59,0,622,616
E01007759,1,26,548,7,0,5,1,8,0,1,73,2,672,665
E01007760,12,23,612,4,0,18,3,6,2,0,57,1,738,734
E01007761,3,13,606,1,0,8,0,7,2,3,51,0,694,693
E01007762,31,8,502,3,0,2,1,3,0,3,40,0,593,590
E01007763,27,22,568,9,1,6,3,6,3,1,55,0,701,692
E01007764,11,18,535,7,38,22,2,3,8,0,69,0,713,706
E01007765,1,36,521,10,0,6,1,0,3,1,57,0,636,626
E01007766,2,10,424,5,0,7,3,0,2,1,51,0,505,500
E01007767,8,72,456,10,0,12,0,0,2,0,65,0,625,615
E01007768,3,201,466,24,1,41,0,1,5,0,77,0,819,795
E01007769,3,41,369,27,1,52,2,1,8,2,97,0,603,576
E01007770,3,20,483,13,0,11,1,3,2,1,84,0,621,608
E01007771,2,18,520,3,1,7,3,2,0,0,48,0,604,601
E01007772,1,21,457,5,1,8,0,11,2,3,59,1,569,564
E01007773,3,18,518,10,0,4,0,4,1,1,53,0,612,602
E01007774,0,15,511,7,0,4,0,3,3,4,62,0,609,602
E01007775,1,8,431,4,1,13,0,5,6,1,75,0,545,541
E01007776,0,32,556,5,1,14,0,1,4,3,77,0,693,688
E01007777,0,26,769,2,0,6,1,13,7,1,68,0,893,891
E01007778,1,2,527,4,1,1,3,3,2,5,45,0,594,590
E01007779,4,17,732,9,0,11,1,3,7,4,65,0,853,844
E01007780,0,9,530,4,1,8,0,7,2,4,45,0,610,606
E01007781,0,12,545,6,1,6,1,7,1,1,78,0,658,652
E01007782,2,10,512,6,0,11,1,3,2,0,52,0,599,593
E01007783,9,37,726,4,0,12,2,2,0,3,95,1,891,887
E01007784,2,54,609,12,0,9,1,1,3,2,89,2,784,772
E01007785,1,6,478,1,4,3,1,6,2,5,41,2,550,549
E01007786,1,18,422,3,1,4,1,2,0,3,34,1,490,487
E01007788,1,24,424,9,104,6,8,14,22,3,81,1,697,688
E01007789,14,25,616,7,0,5,0,5,4,3,72,0,751,744
E01007790,4,26,638,8,0,10,1,6,2,1,72,0,768,760
E01007791,1,11,473,1,1,9,2,8,0,4,48,1,559,558
E01007792,0,4,441,0,1,2,0,1,1,3,36,0,489,489
E01007793,1,6,559,3,2,7,0,6,1,2,58,0,645,642
E01007794,174,12,309,3,1,1,0,0,2,0,42,0,544,541
E01007795,0,7,572,2,0,3,0,3,1,6,42,0,636,634
E01007796,0,45,435,1,0,9,0,7,2,0,56,0,555,554
E01007797,0,18,469,4,0,9,0,8,1,2,61,0,572,568
E01007798,1,7,616,2,0,1,1,9,3,4,60,0,704,702
E01007799,17,12,546,0,1,4,1,5,0,2,52,1,641,641
E01007800,1,46,603,6,0,7,0,4,1,2,70,0,740,734
E01007801,1,15,531,5,7,3,1,5,2,5,40,4,619,614
E01007802,1,7,507,2,0,1,3,2,0,1,43,1,568,566
E01007803,0,6,484,6,0,2,2,1,2,0,44,0,547,541
E01007804,2,19,521,8,1,8,0,1,2,1,86,0,649,641
E01007805,1,18,569,5,0,8,1,2,2,4,53,0,663,658
E01007806,0,11,470,3,0,0,1,1,4,0,36,0,526,523
E01007807,0,9,526,3,0,7,1,0,1,2,49,0,598,595
E01007808,0,5,538,1,0,0,1,0,0,6,35,0,586,585
E01007809,0,17,629,7,0,9,0,5,4,4,74,1,750,743
E01007810,20,20,1005,5,3,8,1,6,4,5,111,0,1188,1183
E01007811,1,4,517,8,1,0,0,2,1,0,42,0,576,568
E01007812,1,42,433,7,0,4,1,1,2,8,35,0,534,527
E01007815,1,19,592,8,3,8,1,5,4,6,41,0,688,680
E01007816,15,74,558,4,1,8,1,1,0,8,52,0,722,718
E01007817,1,8,547,1,0,4,1,7,3,2,66,0,640,639
E01007818,2,10,585,3,2,3,0,9,2,3,53,0,672,669
E01007819,0,8,559,2,2,2,0,8,3,1,42,0,627,625
E01007820,0,26,624,5,0,12,1,7,5,1,81,0,762,757
E01007821,13,19,567,4,1,3,6,6,3,3,58,0,683,679
E01007822,1,45,669,10,4,9,3,1,10,15,73,0,840,830
E01007823,4,13,700,10,0,5,2,0,4,1,67,1,807,797
E01007824,0,2,525,3,1,0,0,1,0,4,28,0,564,561
E01007825,0,17,549,1,0,0,1,0,0,3,44,0,615,614
E01007826,0,7,539,1,1,1,0,0,0,4,44,0,597,596
E01007827,0,46,731,10,0,2,0,0,0,4,56,0,849,839
E01007828,3,52,633,16,0,4,0,0,1,2,44,0,755,739
E01007829,0,48,607,9,0,9,1,0,1,3,66,0,744,735
E01007830,42,26,539,6,0,0,1,0,1,2,38,0,655,649
E01007831,0,48,573,13,0,2,2,0,0,4,59,0,701,688
E01007832,5,33,585,12,0,5,1,2,0,1,53,0,697,685
E01007833,13,14,685,3,0,6,2,2,2,4,45,0,776,773
E01007834,1,48,630,4,0,0,1,0,1,3,63,0,751,747
E01007835,0,17,498,3,0,4,19,0,1,4,42,0,588,585
E01007836,1,9,627,5,0,4,0,3,1,1,39,0,690,685
E01007838,1,21,561,9,0,3,2,1,0,1,41,3,643,634
E01007839,1,11,595,4,1,6,1,1,0,0,51,0,671,667
E01007841,2,8,556,7,0,3,2,1,1,3,41,0,624,617
E01007842,1,18,599,2,0,7,1,0,1,0,51,0,680,678
E01007843,13,28,620,11,0,11,1,0,3,0,72,0,759,748
E01007846,1,14,576,8,0,3,0,1,0,0,52,0,655,647
E01007847,1,21,551,12,0,12,0,0,4,0,51,0,652,640
E01007848,3,29,558,11,0,17,1,0,6,5,74,0,704,693
E01007849,4,80,652,11,0,18,0,0,10,3,91,0,869,858
E01007850,0,13,528,8,0,5,1,1,2,3,54,0,615,607
E01007851,2,21,425,14,0,14,3,0,2,2,47,0,530,516
E01007852,3,17,543,11,0,9,0,2,3,2,63,0,653,642
E01007853,30,40,646,6,0,7,0,1,1,13,65,0,809,803
E01007854,20,29,448,16,0,16,1,0,9,1,43,0,583,567
E01007855,2,77,583,10,1,14,0,0,1,5,86,0,779,769
E01007856,1,10,466,11,0,6,0,1,4,1,45,0,545,534
E01007857,4,16,583,9,0,8,0,0,6,3,55,0,684,675
E01007858,2,72,521,8,0,7,0,0,1,3,39,0,653,645
E01007861,2,81,557,15,1,3,0,0,0,6,43,0,708,693
E01007862,12,72,310,7,1,6,1,0,0,1,30,0,440,433
E01007863,2,35,515,6,0,4,3,0,3,3,39,0,610,604
E01007864,1,68,366,7,0,2,0,0,0,1,46,0,491,484
E01007865,2,85,624,8,0,1,0,0,0,3,47,0,770,762
E01007866,7,69,472,8,0,1,0,1,2,0,42,0,602,594
E01007867,7,112,469,8,2,3,0,0,3,2,40,0,646,638
E01007868,11,78,414,8,1,5,1,0,1,6,33,0,558,550
E01007869,2,24,396,16,1,15,3,0,3,3,57,1,521,505
E01007870,9,87,505,26,0,29,0,0,7,3,57,0,723,697
E01007871,11,40,657,22,0,13,4,0,8,2,62,2,821,799
E01007872,22,43,451,13,0,12,3,0,4,0,75,0,623,610
E01007873,88,42,483,15,0,16,1,0,5,0,56,0,706,691
E01007874,169,35,379,18,0,28,1,1,0,6,58,0,695,677
E01007875,4,29,410,20,0,16,2,0,5,4,69,0,559,539
E01007878,4,15,471,7,0,9,0,0,6,0,45,0,557,550
E01007879,25,91,468,13,0,5,0,1,7,4,58,1,673,660
E01007881,12,30,559,7,0,10,1,0,3,1,69,0,692,685
E01007882,7,45,486,7,0,4,1,0,2,1,48,0,601,594
E01007883,2,23,449,10,0,17,1,0,6,3,67,0,578,568
E01007885,4,91,606,10,0,29,1,0,5,0,72,0,818,808
E01007886,4,13,553,14,0,13,0,0,8,0,51,0,656,642
E01007887,10,20,528,5,0,2,0,1,1,2,40,0,609,604
E01007888,0,10,507,7,0,2,0,2,0,2,29,1,560,553
E01007889,6,35,953,11,1,4,2,1,4,6,68,0,1091,1080
E01007890,0,7,533,2,1,4,0,1,0,4,31,0,583,581
E01007891,1,12,599,3,0,1,0,2,3,5,38,0,664,661
E01007892,43,20,515,8,0,10,1,2,3,6,57,0,665,657
E01007893,0,6,564,8,0,2,0,2,0,2,45,0,629,621
E01007894,3,22,546,10,2,0,1,2,1,4,46,0,637,627
E01007895,0,22,546,4,0,5,1,1,0,3,66,0,648,644
E01007896,2,15,488,7,0,4,1,0,2,0,33,0,552,545
E01007897,0,5,549,3,2,1,1,1,0,9,51,0,622,619
E01007898,2,21,552,7,0,3,1,3,1,1,38,0,629,622
E01007899,0,4,573,5,0,0,0,0,3,7,38,0,630,625
E01007900,2,16,673,5,0,7,1,0,0,3,62,0,769,764
E01007901,10,20,547,13,0,9,0,1,0,5,39,0,644,631
E01007902,202,92,313,13,0,21,3,2,4,0,41,0,691,678
E01007903,3,17,480,9,0,10,0,0,6,3,48,1,577,568
E01007904,121,39,373,10,0,18,0,1,4,1,64,0,631,621
E01007905,28,25,420,20,0,9,0,0,3,1,74,0,580,560
E01007906,1,48,623,18,0,27,1,0,9,7,95,0,829,811
E01007907,3,14,501,5,1,10,0,1,4,2,41,0,582,577
E01007908,1,12,542,13,0,6,0,1,2,0,60,0,637,624
E01007909,1,169,854,9,1,5,3,1,4,4,74,0,1125,1116
E01007910,193,28,471,6,0,5,1,0,0,3,70,0,777,771
E01007911,0,5,537,3,0,0,1,2,3,2,34,0,587,584
E01007912,3,13,613,10,0,2,2,0,1,1,38,0,683,673
E01007913,2,20,363,11,1,24,0,3,2,0,51,1,478,467
E01007914,1,30,353,10,0,16,1,1,4,0,38,0,454,444
E01007915,0,8,561,0,0,2,2,0,1,1,35,0,610,610
E01007916,21,31,566,6,0,7,1,0,3,0,75,0,710,704
E01007917,9,29,559,10,1,13,3,0,0,4,54,0,682,672
E01007918,21,85,593,5,0,12,4,1,0,5,41,1,768,763
E01007919,9,24,620,10,0,15,0,0,5,2,71,0,756,746
E01007920,1,33,615,3,0,2,13,0,0,4,51,0,722,719
E01007921,31,35,652,6,0,2,4,2,1,5,58,0,796,790
E01007922,0,7,541,1,0,3,2,0,1,4,30,0,589,588
E01007923,45,25,673,1,1,3,2,0,1,4,57,0,812,811
E01007924,37,31,585,5,0,3,0,0,0,2,50,0,713,708
E01007925,39,17,659,7,0,4,2,0,0,2,51,0,781,774
E01007926,0,12,618,3,21,2,4,0,10,9,41,1,721,718
E01007927,0,47,547,7,1,2,0,0,0,4,38,0,646,639
E01007928,1,66,580,0,0,3,0,0,0,5,46,0,701,701
E01007929,1,87,660,4,0,1,0,0,0,6,51,0,810,806
E01007930,0,15,480,4,1,1,2,0,1,5,30,0,539,535
E01007931,0,27,547,3,0,1,1,0,0,3,34,0,616,613
E01007932,7,49,534,5,0,0,5,1,1,2,22,0,626,621
E01007933,1,7,577,2,0,4,3,0,0,7,43,0,644,642
E01007934,0,49,502,1,0,3,2,0,0,2,41,0,600,599
E01007935,1,16,485,5,0,1,2,0,0,1,49,0,560,555
E01007936,0,33,577,13,2,1,0,0,3,1,47,2,679,666
E01007937,1,74,491,6,0,2,0,0,0,3,29,0,606,600
E01007938,0,9,534,7,0,1,0,0,0,6,31,0,588,581
E01007939,0,21,582,4,1,2,2,0,1,3,62,0,678,674
E01007940,2,40,432,23,0,24,0,0,1,1,66,0,589,566
E01007941,1,43,537,15,2,13,1,0,1,2,61,0,676,661
E01007942,5,41,394,10,2,10,0,0,2,0,58,0,522,512
E01007943,14,55,616,22,0,13,1,0,1,1,57,0,780,758
E01007945,2,26,629,7,0,13,1,0,1,0,57,0,736,729
E01007946,0,11,536,4,0,4,2,2,3,1,62,0,625,621
E01007947,81,40,558,17,0,22,1,0,5,0,71,0,795,778
E01007948,6,30,474,11,0,13,0,0,2,8,56,0,600,589
E01007949,1,26,373,18,0,21,0,0,0,7,45,0,491,473
E01007950,7,10,536,13,0,9,1,0,2,2,51,0,631,618
E01007951,2,39,596,3,0,1,1,0,1,1,46,0,690,687
E01007952,3,56,543,5,0,4,2,0,0,2,36,0,651,646
E01007953,2,138,592,7,0,7,1,0,1,2,44,0,794,787
E01007954,1,9,593,2,0,1,2,0,0,5,32,0,645,643
E01007955,2,1,501,1,1,0,1,0,1,5,34,0,547,546
E01007956,2,9,727,4,40,1,10,5,19,11,65,2,895,891
E01007957,0,6,587,2,0,1,0,0,1,4,32,0,633,631
E01007958,2,30,539,4,0,1,2,0,1,5,38,0,622,618
E01007959,1,7,524,3,0,1,3,0,1,8,44,0,592,589
E01007960,1,27,598,4,0,6,1,0,1,0,42,0,680,676
E01007961,1,8,538,4,0,2,0,0,4,2,28,1,588,584
E01007962,2,38,488,11,0,3,0,0,0,2,40,0,584,573
E01007963,30,34,581,3,1,7,1,0,2,1,51,0,711,708
E01007964,17,26,604,7,0,6,0,1,1,2,63,1,728,721
E01007965,75,46,591,1,0,15,0,0,1,0,47,1,777,776
E01007966,3,13,560,5,1,9,2,4,4,2,45,0,648,643
E01007967,4,16,648,13,0,7,2,0,1,0,70,0,761,748
E01007968,1,9,577,7,0,4,2,0,0,0,29,0,629,622
E01007969,10,18,592,6,1,6,3,0,1,1,59,0,697,691
E01007970,65,34,683,10,0,16,0,0,3,0,63,0,874,864
E01007971,0,5,554,8,1,0,0,1,3,0,42,1,615,607
E01007972,0,18,543,7,0,1,2,1,0,4,37,0,613,606
E01007973,1,8,582,6,0,2,2,1,0,2,37,0,641,635
E01007974,0,15,478,4,0,3,5,2,1,2,45,2,557,553
E01007975,13,27,636,19,0,9,0,0,4,2,61,0,771,752
E01007976,48,18,484,9,0,6,3,0,3,0,65,0,636,627
E01007977,191,78,457,13,1,13,0,1,3,2,44,3,806,793
E01007978,0,63,589,14,0,7,0,1,2,0,64,2,742,728
E01007979,5,33,533,11,0,13,1,0,7,0,72,0,675,664
E01007980,2,35,551,9,0,2,0,1,1,0,49,0,650,641
E01007981,0,30,490,9,0,2,1,1,0,3,61,0,597,588
E01007982,41,52,612,10,0,10,3,0,1,4,62,0,795,785
E01007983,0,11,558,5,0,0,0,0,1,5,60,0,640,635
E01007984,0,7,527,3,0,1,1,0,0,2,41,0,582,579
E01007985,0,36,552,12,0,8,0,1,0,0,48,0,657,645
E01007986,0,17,561,9,0,4,0,0,1,0,56,0,648,639
E01007987,1,11,535,8,0,2,0,0,0,0,37,0,594,586
E01007988,25,24,530,6,0,1,0,0,1,2,49,0,638,632
E01007989,1,34,538,9,0,1,0,3,1,2,35,0,624,615
E01007990,40,11,532,3,0,1,5,1,4,1,59,0,657,654
E01007991,8,74,537,5,1,10,0,0,4,7,31,0,677,672
E01007992,9,22,598,10,0,3,0,0,0,0,56,0,698,688
E01007993,4,15,593,11,0,4,1,0,3,2,62,1,696,685
E01007994,0,18,525,6,0,3,1,0,0,1,51,0,605,599
E01007995,2,48,616,10,0,6,1,0,1,2,64,0,750,740
E01007996,7,69,607,7,1,3,0,1,0,3,55,0,753,746
E01007997,3,6,607,2,0,1,2,1,1,1,49,0,673,671
E01007998,208,62,472,6,0,7,3,0,2,0,53,0,813,807
E01007999,0,16,482,12,0,3,0,0,1,1,39,0,554,542
E01008000,34,37,542,6,0,3,2,2,0,0,56,0,682,676
E01008001,2,14,563,9,0,4,1,1,2,4,53,0,653,644
E01008002,2,17,618,3,0,1,1,0,4,4,52,0,702,699
E01008003,0,6,550,7,0,2,1,0,0,1,51,0,618,611
E01008004,34,31,564,11,1,9,0,0,1,0,69,0,720,709
E01008005,0,22,645,4,0,5,0,1,2,2,46,0,727,723
E01008006,1,12,630,3,0,2,0,1,5,0,40,0,694,691
E01008007,66,27,617,7,0,10,0,0,3,0,65,0,795,788
E01008008,2,46,603,7,0,4,1,1,0,0,63,0,727,720
E01008009,2,19,494,7,0,8,0,2,3,0,61,0,596,589
E01008010,0,15,493,4,0,6,1,0,1,0,61,0,581,577
E01008011,0,33,642,11,0,14,0,0,6,1,53,0,760,749
E01008012,8,157,725,19,0,14,1,0,7,1,93,1,1026,1007
E01008013,3,57,655,7,0,10,1,0,4,1,70,0,808,801
E01008014,1,73,551,9,0,9,0,1,0,0,43,0,687,678
E01008015,3,31,602,14,0,8,0,0,5,4,81,0,748,734
E01008016,0,16,539,3,0,8,0,1,3,0,56,0,626,623
E01008017,4,23,573,10,0,13,0,0,7,1,63,0,694,684
E01008018,3,31,528,10,0,14,0,1,4,2,61,0,654,644
E01008019,26,17,593,5,0,12,3,1,7,1,54,0,719,714
E01008020,4,11,520,4,0,6,0,0,0,1,38,0,584,580
E01008021,0,11,484,3,3,0,3,1,3,5,40,0,553,550
E01008022,334,46,268,3,0,16,0,0,2,4,53,0,726,723
E01008023,1,82,849,4,1,3,0,1,3,4,76,0,1024,1020
E01008024,5,23,788,4,0,8,0,1,2,5,62,0,898,894
E01008025,2,39,749,8,1,3,2,2,0,7,83,0,896,888
E01008027,80,21,519,4,0,5,0,0,1,2,38,0,670,666
E01008028,3,7,584,5,0,7,0,3,1,1,29,0,640,635
E01008029,2,8,513,5,0,8,1,0,0,0,51,1,589,584
E01008030,0,25,482,6,0,3,1,1,1,3,41,1,564,558
E01008031,30,13,515,11,1,3,0,0,2,2,43,0,620,609
E01008032,4,20,532,5,0,3,10,5,2,1,45,0,627,622
E01008033,26,6,509,1,1,4,0,0,3,5,32,0,587,586
E01008034,1,12,603,3,0,9,0,2,0,3,50,0,683,680
E01008035,0,4,433,1,1,2,1,1,3,2,22,0,470,469
E01008036,1,17,508,19,0,1,2,0,0,1,39,0,588,569
E01008037,40,20,577,5,0,7,0,0,1,3,58,0,711,706
E01008038,0,29,644,5,0,3,2,0,2,6,44,0,735,730
E01008039,0,11,547,4,0,0,4,1,3,8,26,0,604,600
E01008040,2,7,606,7,0,3,2,0,0,3,51,0,681,674
E01008041,0,6,494,2,0,1,1,0,0,2,28,0,534,532
E01008042,4,43,556,12,0,10,0,0,1,6,74,0,706,694
E01008043,1,12,592,2,0,3,3,0,1,8,50,0,672,670
E01008044,1,10,567,3,0,4,2,0,0,3,32,0,622,619
E01008045,15,42,421,5,0,8,2,0,0,2,28,0,523,518
E01008046,2,47,562,5,0,3,0,0,0,3,65,0,687,682
E01008047,0,38,476,9,0,0,1,0,4,0,56,0,584,575
E01008048,0,64,455,1,0,3,4,0,0,6,53,0,586,585
E01008049,42,74,598,4,0,5,2,0,1,2,45,3,776,772
E01008050,1,38,525,4,0,3,0,0,5,1,44,0,621,617
E01008051,0,34,522,7,0,8,1,1,3,3,50,0,629,622
E01008052,3,57,647,6,0,3,6,0,0,1,66,0,789,783
E01008053,1,12,490,11,0,6,0,1,2,1,47,0,571,560
E01008054,1,15,449,7,0,10,0,0,4,2,63,0,551,544
E01008055,1,15,541,5,0,10,1,0,4,1,49,0,627,622
E01008056,1,10,526,8,0,5,0,0,1,0,43,0,594,586
E01008057,3,19,501,11,0,15,0,0,3,3,55,0,610,599
E01008058,2,10,665,5,0,3,1,2,2,1,53,0,744,739
E01008059,3,22,542,14,0,9,0,1,6,2,54,0,653,639
E01008060,4,21,510,12,0,13,2,0,5,0,65,0,632,620
E01008061,1,21,547,7,0,13,0,2,5,3,52,0,651,644
E01008062,4,23,477,7,0,18,2,0,2,2,61,0,596,589
E01008063,4,17,577,11,0,6,0,1,3,4,62,1,686,675
E01008064,0,18,543,3,0,4,1,0,2,2,55,0,628,625
E01008065,161,121,534,13,0,31,2,0,8,2,108,0,980,967
E01008066,1,37,364,6,1,2,2,0,0,0,35,0,448,442
E01008067,8,70,375,12,0,3,2,0,0,1,53,0,524,512
E01008068,70,111,398,18,1,19,0,0,12,1,60,0,690,672
E01008069,14,24,451,5,0,0,0,0,3,2,37,0,536,531
E01008072,0,61,585,10,1,6,2,0,2,3,60,2,732,722
E01008073,26,40,506,15,0,11,0,0,5,7,73,0,683,668
E01008074,9,17,468,5,0,1,1,0,1,1,32,1,536,531
E01008075,74,26,426,10,1,13,1,0,2,3,36,0,592,582
E01008076,16,22,489,8,0,11,0,0,3,1,48,0,598,590
E01008077,15,54,543,18,1,11,0,0,1,1,63,0,707,689
E01008078,4,103,536,0,1,6,1,0,0,4,40,0,695,695
E01008079,1,6,442,0,0,3,0,0,0,3,31,0,486,486
E01008080,2,13,575,11,0,4,1,0,1,2,53,0,662,651
E01008081,3,28,652,15,0,11,0,0,2,1,60,0,772,757
E01008082,19,48,677,10,0,10,1,0,1,2,43,0,811,801
E01008083,4,17,607,6,0,10,0,3,5,2,51,0,705,699
E01008084,14,27,618,5,0,14,0,0,6,1,81,0,766,761
E01008085,5,11,502,8,0,10,0,0,4,1,44,0,585,577
E01008086,3,13,504,9,1,5,0,1,2,2,53,0,593,584
E01008087,0,39,579,8,0,4,0,0,1,3,52,1,687,679
E01008088,3,45,529,5,0,6,9,0,0,3,51,0,651,646
E01008089,3,42,553,14,1,16,1,0,11,2,59,0,702,688
E01008090,3,12,576,9,0,12,3,1,3,1,72,0,692,683
E01008091,1,44,524,13,0,3,0,0,1,1,51,0,638,625
E01008092,73,90,477,7,0,11,1,0,0,0,55,1,715,708
E01008093,101,35,554,13,0,13,0,1,2,0,63,0,782,769
E01008094,1,9,423,10,1,9,0,0,3,1,47,0,504,494
E01008095,5,219,455,23,0,9,2,0,2,10,43,0,768,745
E01008096,15,39,848,7,1,15,0,1,6,4,99,0,1035,1028
E01008097,13,61,499,3,0,7,0,2,4,0,51,0,640,637
